#step,cat_index,cat,V 
306,2,Crystal,3
307,2,Crystal,3
308,2,Crystal,3
309,2,Crystal,3
310,2,Crystal,3
311,2,Crystal,3
312,2,Crystal,3
313,2,Crystal,3
314,2,Crystal,3
315,2,Crystal,3
316,2,Crystal,3
317,1,Defective,3
318,2,Crystal,3
319,2,Crystal,3
320,2,Crystal,3
321,2,Crystal,3
322,2,Crystal,3
323,2,Crystal,3
324,2,Crystal,3
325,2,Crystal,3
326,2,Crystal,3
327,2,Crystal,3
328,2,Crystal,3
329,2,Crystal,3
330,2,Crystal,3
331,2,Crystal,3
332,2,Crystal,3
333,2,Crystal,3
334,2,Crystal,3
335,2,Crystal,3
336,2,Crystal,3
337,2,Crystal,3
338,2,Crystal,3
339,2,Crystal,3
340,2,Crystal,3
341,2,Crystal,3
342,2,Crystal,3
343,2,Crystal,3
344,2,Crystal,3
345,2,Crystal,3
346,2,Crystal,3
347,2,Crystal,3
348,2,Crystal,3
349,2,Crystal,3
350,2,Crystal,3
351,2,Crystal,3
352,2,Crystal,3
353,2,Crystal,3
354,2,Crystal,3
355,2,Crystal,3
356,2,Crystal,3
357,2,Crystal,3
358,2,Crystal,3
359,2,Crystal,3
360,2,Crystal,3
361,2,Crystal,3
362,2,Crystal,3
363,2,Crystal,3
364,2,Crystal,3
365,2,Crystal,3
366,2,Crystal,3
367,2,Crystal,3
368,2,Crystal,3
369,2,Crystal,3
370,2,Crystal,3
371,2,Crystal,3
372,2,Crystal,3
373,2,Crystal,3
374,2,Crystal,3
375,1,Defective,3
376,1,Defective,3
377,2,Crystal,3
378,2,Crystal,3
379,2,Crystal,3
380,2,Crystal,3
381,2,Crystal,3
382,2,Crystal,3
383,2,Crystal,3
384,2,Crystal,3
385,2,Crystal,3
386,2,Crystal,3
387,2,Crystal,3
388,2,Crystal,3
389,2,Crystal,3
390,2,Crystal,3
391,2,Crystal,3
392,2,Crystal,3
393,2,Crystal,3
394,2,Crystal,3
395,2,Crystal,3
396,2,Crystal,3
397,2,Crystal,3
398,2,Crystal,3
399,2,Crystal,3
400,2,Crystal,3
401,2,Crystal,3
402,2,Crystal,3
403,2,Crystal,3
404,2,Crystal,3
405,2,Crystal,3
406,2,Crystal,3
407,2,Crystal,3
408,2,Crystal,3
409,2,Crystal,3
410,2,Crystal,3
411,2,Crystal,3
412,2,Crystal,3
413,2,Crystal,3
414,2,Crystal,3
415,2,Crystal,3
416,2,Crystal,3
417,2,Crystal,3
418,2,Crystal,3
419,2,Crystal,3
420,2,Crystal,3
421,2,Crystal,3
422,2,Crystal,3
423,2,Crystal,3
424,2,Crystal,3
425,2,Crystal,3
426,2,Crystal,3
427,2,Crystal,3
428,2,Crystal,3
429,1,Defective,3
430,1,Defective,3
431,2,Crystal,3
432,1,Defective,3
433,1,Defective,3
434,1,Defective,3
435,2,Crystal,3
436,2,Crystal,3
437,2,Crystal,3
438,1,Defective,3
439,1,Defective,3
440,1,Defective,3
441,2,Crystal,3
442,2,Crystal,3
443,2,Crystal,3
444,1,Defective,3
445,2,Crystal,3
446,2,Crystal,3
447,2,Crystal,3
448,1,Defective,3
449,1,Defective,3
450,1,Defective,3
451,1,Defective,3
452,1,Defective,3
453,2,Crystal,3
454,2,Crystal,3
455,2,Crystal,3
456,2,Crystal,3
457,2,Crystal,3
458,2,Crystal,3
459,1,Defective,3
460,2,Crystal,3
461,2,Crystal,3
462,2,Crystal,3
463,1,Defective,3
464,1,Defective,3
465,2,Crystal,3
466,2,Crystal,3
467,2,Crystal,3
468,1,Defective,3
469,1,Defective,3
470,1,Defective,3
471,2,Crystal,3
472,2,Crystal,3
473,2,Crystal,3
474,2,Crystal,3
475,1,Defective,3
476,2,Crystal,3
477,1,Defective,3
478,1,Defective,3
479,1,Defective,3
480,1,Defective,3
481,1,Defective,3
482,1,Defective,3
483,1,Defective,3
484,1,Defective,3
485,1,Defective,3
486,1,Defective,3
487,1,Defective,3
488,1,Defective,3
489,1,Defective,3
490,1,Defective,3
491,1,Defective,3
492,1,Defective,3
493,1,Defective,3
494,1,Defective,3
495,1,Defective,3
496,2,Crystal,3
497,1,Defective,3
498,1,Defective,3
499,1,Defective,3
500,2,Crystal,3
501,2,Crystal,3
502,2,Crystal,3
503,1,Defective,3
504,1,Defective,3
505,1,Defective,3
506,1,Defective,3
507,1,Defective,3
508,2,Crystal,3
509,2,Crystal,3
510,2,Crystal,3
511,2,Crystal,3
512,1,Defective,3
513,1,Defective,3
514,2,Crystal,3
515,2,Crystal,3
516,2,Crystal,3
517,2,Crystal,3
518,2,Crystal,3
519,2,Crystal,3
520,2,Crystal,3
521,2,Crystal,3
522,2,Crystal,3
523,2,Crystal,3
524,2,Crystal,3
525,2,Crystal,3
526,2,Crystal,3
527,1,Defective,3
528,2,Crystal,3
529,1,Defective,3
530,1,Defective,3
531,2,Crystal,3
532,2,Crystal,3
533,2,Crystal,3
534,2,Crystal,3
535,2,Crystal,3
536,2,Crystal,3
537,2,Crystal,3
538,2,Crystal,3
539,1,Defective,3
540,2,Crystal,3
541,1,Defective,3
542,1,Defective,3
543,1,Defective,3
544,1,Defective,3
545,1,Defective,3
546,1,Defective,3
547,1,Defective,3
548,1,Defective,3
549,1,Defective,3
550,1,Defective,3
551,1,Defective,3
552,1,Defective,3
553,1,Defective,3
554,2,Crystal,3
555,1,Defective,3
556,1,Defective,3
557,1,Defective,3
558,1,Defective,3
559,1,Defective,3
560,1,Defective,3
561,1,Defective,3
562,1,Defective,3
563,1,Defective,3
564,1,Defective,3
565,1,Defective,3
566,1,Defective,3
567,1,Defective,3
568,1,Defective,3
569,1,Defective,3
570,1,Defective,3
571,1,Defective,3
572,1,Defective,3
573,1,Defective,3
574,1,Defective,3
575,1,Defective,3
576,1,Defective,3
577,1,Defective,3
578,1,Defective,3
579,1,Defective,3
580,1,Defective,3
581,1,Defective,3
582,1,Defective,3
583,1,Defective,3
584,1,Defective,3
585,1,Defective,3
586,1,Defective,3
587,1,Defective,3
588,1,Defective,3
589,1,Defective,3
590,1,Defective,3
591,1,Defective,3
592,1,Defective,3
593,1,Defective,3
594,1,Defective,3
595,1,Defective,3
596,1,Defective,3
597,1,Defective,3
598,1,Defective,3
599,1,Defective,3
600,1,Defective,3
601,1,Defective,3
602,1,Defective,3
603,1,Defective,3
604,1,Defective,3
605,1,Defective,3
606,1,Defective,3
607,1,Defective,3
608,1,Defective,3
609,1,Defective,3
610,1,Defective,3
611,1,Defective,3
612,1,Defective,3
613,1,Defective,3
614,1,Defective,3
615,1,Defective,3
616,1,Defective,3
617,1,Defective,3
618,1,Defective,3
619,1,Defective,3
620,2,Crystal,3
621,1,Defective,3
622,1,Defective,3
623,1,Defective,3
624,1,Defective,3
625,1,Defective,3
626,1,Defective,3
627,1,Defective,3
628,1,Defective,3
629,1,Defective,3
630,1,Defective,3
631,1,Defective,3
632,1,Defective,3
633,1,Defective,3
634,1,Defective,3
635,1,Defective,3
636,1,Defective,3
637,1,Defective,3
638,1,Defective,3
639,1,Defective,3
640,1,Defective,3
641,1,Defective,3
642,1,Defective,3
643,1,Defective,3
644,1,Defective,3
645,1,Defective,3
646,1,Defective,3
647,1,Defective,3
648,1,Defective,3
649,1,Defective,3
650,1,Defective,3
651,1,Defective,3
652,1,Defective,3
653,1,Defective,3
654,1,Defective,3
655,1,Defective,3
656,1,Defective,3
657,1,Defective,3
658,1,Defective,3
659,1,Defective,3
660,1,Defective,3
661,1,Defective,3
662,1,Defective,3
663,1,Defective,3
664,1,Defective,3
665,1,Defective,3
666,1,Defective,3
667,1,Defective,3
668,1,Defective,3
669,1,Defective,3
670,1,Defective,3
671,1,Defective,3
672,1,Defective,3
673,1,Defective,3
674,1,Defective,3
675,1,Defective,3
676,1,Defective,3
677,1,Defective,3
678,1,Defective,3
679,1,Defective,3
680,1,Defective,3
681,1,Defective,3
682,1,Defective,3
683,1,Defective,3
684,1,Defective,3
685,1,Defective,3
686,1,Defective,3
687,1,Defective,3
688,2,Crystal,3
689,1,Defective,3
690,1,Defective,3
691,1,Defective,3
692,1,Defective,3
693,1,Defective,3
694,1,Defective,3
695,1,Defective,3
696,1,Defective,3
697,1,Defective,3
698,2,Crystal,3
699,1,Defective,3
700,1,Defective,3
701,1,Defective,3
702,2,Crystal,3
703,1,Defective,3
704,1,Defective,3
705,1,Defective,3
706,1,Defective,3
707,2,Crystal,3
708,1,Defective,3
709,2,Crystal,3
710,1,Defective,3
711,1,Defective,3
712,1,Defective,3
713,1,Defective,3
714,1,Defective,3
715,1,Defective,3
716,1,Defective,3
717,1,Defective,3
718,1,Defective,3
719,1,Defective,3
720,1,Defective,3
721,2,Crystal,3
722,1,Defective,3
723,1,Defective,3
724,1,Defective,3
725,1,Defective,3
726,1,Defective,3
727,2,Crystal,3
728,1,Defective,3
729,2,Crystal,3
730,2,Crystal,3
731,2,Crystal,3
732,2,Crystal,3
733,2,Crystal,3
734,2,Crystal,3
735,1,Defective,3
736,2,Crystal,3
737,2,Crystal,3
738,2,Crystal,3
739,2,Crystal,3
740,2,Crystal,3
741,2,Crystal,3
742,2,Crystal,3
743,2,Crystal,3
744,1,Defective,3
745,1,Defective,3
746,2,Crystal,3
747,2,Crystal,3
748,1,Defective,3
749,1,Defective,3
750,2,Crystal,3
751,2,Crystal,3
752,2,Crystal,3
753,2,Crystal,3
754,2,Crystal,3
755,1,Defective,3
756,1,Defective,3
757,1,Defective,3
758,1,Defective,3
759,2,Crystal,3
760,1,Defective,3
761,1,Defective,3
762,1,Defective,3
763,1,Defective,3
764,2,Crystal,3
765,2,Crystal,3
766,2,Crystal,3
767,1,Defective,3
768,2,Crystal,3
769,2,Crystal,3
770,1,Defective,3
771,2,Crystal,3
772,2,Crystal,3
773,1,Defective,3
774,1,Defective,3
775,1,Defective,3
776,1,Defective,3
777,1,Defective,3
778,1,Defective,3
779,1,Defective,3
780,1,Defective,3
781,1,Defective,3
782,2,Crystal,3
783,2,Crystal,3
784,2,Crystal,3
785,2,Crystal,3
786,2,Crystal,3
787,2,Crystal,3
788,2,Crystal,3
789,2,Crystal,3
790,2,Crystal,3
791,1,Defective,3
792,2,Crystal,3
793,2,Crystal,3
794,1,Defective,3
795,1,Defective,3
796,2,Crystal,3
797,2,Crystal,3
798,2,Crystal,3
799,2,Crystal,3
800,1,Defective,3
801,1,Defective,3
802,2,Crystal,3
803,2,Crystal,3
804,1,Defective,3
805,2,Crystal,3
806,2,Crystal,3
807,2,Crystal,3
808,2,Crystal,3
809,2,Crystal,3
810,1,Defective,3
811,1,Defective,3
812,2,Crystal,3
813,2,Crystal,3
814,2,Crystal,3
815,2,Crystal,3
816,2,Crystal,3
817,2,Crystal,3
818,2,Crystal,3
819,2,Crystal,3
820,2,Crystal,3
821,2,Crystal,3
822,2,Crystal,3
823,2,Crystal,3
824,2,Crystal,3
825,2,Crystal,3
826,2,Crystal,3
827,2,Crystal,3
828,2,Crystal,3
829,2,Crystal,3
830,2,Crystal,3
831,2,Crystal,3
832,2,Crystal,3
833,2,Crystal,3
834,2,Crystal,3
835,2,Crystal,3
836,2,Crystal,3
837,2,Crystal,3
838,2,Crystal,3
839,2,Crystal,3
840,2,Crystal,3
841,2,Crystal,3
842,2,Crystal,3
843,2,Crystal,3
844,2,Crystal,3
845,2,Crystal,3
846,2,Crystal,3
847,2,Crystal,3
848,2,Crystal,3
849,2,Crystal,3
850,2,Crystal,3
851,2,Crystal,3
852,2,Crystal,3
853,1,Defective,3
854,2,Crystal,3
855,2,Crystal,3
856,2,Crystal,3
857,2,Crystal,3
858,2,Crystal,3
859,2,Crystal,3
860,2,Crystal,3
861,2,Crystal,3
862,2,Crystal,3
863,2,Crystal,3
864,2,Crystal,3
865,2,Crystal,3
866,2,Crystal,3
867,2,Crystal,3
868,2,Crystal,3
869,2,Crystal,3
870,2,Crystal,3
871,2,Crystal,3
872,2,Crystal,3
873,2,Crystal,3
874,2,Crystal,3
875,2,Crystal,3
876,2,Crystal,3
877,2,Crystal,3
878,2,Crystal,3
879,2,Crystal,3
880,2,Crystal,3
881,2,Crystal,3
882,2,Crystal,3
883,2,Crystal,3
884,2,Crystal,3
885,2,Crystal,3
886,2,Crystal,3
887,2,Crystal,3
888,2,Crystal,3
889,2,Crystal,3
890,2,Crystal,3
891,2,Crystal,3
892,2,Crystal,3
893,2,Crystal,3
894,2,Crystal,3
895,2,Crystal,3
896,2,Crystal,3
897,2,Crystal,3
898,2,Crystal,3
899,2,Crystal,3
900,2,Crystal,3
901,2,Crystal,3
902,2,Crystal,3
903,2,Crystal,3
904,2,Crystal,3
905,2,Crystal,3
906,2,Crystal,3
907,2,Crystal,3
908,2,Crystal,3
909,2,Crystal,3
910,2,Crystal,3
911,2,Crystal,3
912,2,Crystal,3
913,2,Crystal,3
914,2,Crystal,3
915,2,Crystal,3
916,2,Crystal,3
917,2,Crystal,3
918,2,Crystal,3
919,2,Crystal,3
920,2,Crystal,3
921,2,Crystal,3
922,2,Crystal,3
923,2,Crystal,3
924,2,Crystal,3
925,2,Crystal,3
926,2,Crystal,3
927,2,Crystal,3
928,2,Crystal,3
929,2,Crystal,3
930,2,Crystal,3
931,2,Crystal,3
932,2,Crystal,3
933,2,Crystal,3
934,2,Crystal,3
935,1,Defective,3
936,1,Defective,3
937,2,Crystal,3
938,2,Crystal,3
939,2,Crystal,3
940,1,Defective,3
941,2,Crystal,3
942,2,Crystal,3
943,1,Defective,3
944,1,Defective,3
945,2,Crystal,3
946,1,Defective,3
947,1,Defective,3
948,1,Defective,3
949,1,Defective,3
950,1,Defective,3
951,1,Defective,3
952,1,Defective,3
953,2,Crystal,3
954,1,Defective,3
955,1,Defective,3
956,2,Crystal,3
957,1,Defective,3
958,2,Crystal,3
959,1,Defective,3
960,1,Defective,3
961,1,Defective,3
962,2,Crystal,3
963,1,Defective,3
964,1,Defective,3
965,2,Crystal,3
966,2,Crystal,3
967,2,Crystal,3
968,1,Defective,3
969,1,Defective,3
970,2,Crystal,3
971,2,Crystal,3
972,2,Crystal,3
973,1,Defective,3
974,2,Crystal,3
975,2,Crystal,3
976,2,Crystal,3
977,1,Defective,3
978,1,Defective,3
979,1,Defective,3
980,2,Crystal,3
981,1,Defective,3
982,1,Defective,3
983,1,Defective,3
984,1,Defective,3
985,1,Defective,3
986,1,Defective,3
987,2,Crystal,3
988,1,Defective,3
989,1,Defective,3
990,1,Defective,3
991,1,Defective,3
992,1,Defective,3
993,1,Defective,3
994,1,Defective,3
995,1,Defective,3
996,1,Defective,3
997,1,Defective,3
998,1,Defective,3
999,1,Defective,3
