#step,cat_index,cat 
331,1,Defective
332,1,Defective
333,1,Defective
334,1,Defective
335,1,Defective
336,1,Defective
337,1,Defective
338,1,Defective
339,1,Defective
340,1,Defective
341,1,Defective
342,1,Defective
343,1,Defective
344,1,Defective
345,1,Defective
346,1,Defective
347,1,Defective
348,1,Defective
349,1,Defective
350,1,Defective
351,1,Defective
352,1,Defective
353,1,Defective
354,1,Defective
355,1,Defective
356,1,Defective
357,1,Defective
358,1,Defective
359,1,Defective
360,1,Defective
361,1,Defective
362,1,Defective
363,1,Defective
364,1,Defective
365,1,Defective
366,1,Defective
367,1,Defective
368,1,Defective
369,1,Defective
370,1,Defective
371,1,Defective
372,1,Defective
373,1,Defective
374,1,Defective
375,1,Defective
376,1,Defective
377,1,Defective
378,1,Defective
379,1,Defective
380,1,Defective
381,1,Defective
382,1,Defective
383,1,Defective
384,1,Defective
385,1,Defective
386,1,Defective
387,1,Defective
388,1,Defective
389,1,Defective
390,1,Defective
391,1,Defective
392,1,Defective
393,1,Defective
394,1,Defective
395,1,Defective
396,1,Defective
397,1,Defective
398,1,Defective
399,1,Defective
400,1,Defective
401,1,Defective
402,1,Defective
403,1,Defective
404,1,Defective
405,1,Defective
406,1,Defective
407,1,Defective
408,1,Defective
409,1,Defective
410,1,Defective
411,1,Defective
412,1,Defective
413,1,Defective
414,1,Defective
415,1,Defective
416,1,Defective
417,1,Defective
418,1,Defective
419,1,Defective
420,1,Defective
421,1,Defective
422,1,Defective
423,1,Defective
424,1,Defective
425,1,Defective
426,1,Defective
427,1,Defective
428,1,Defective
429,1,Defective
430,1,Defective
431,1,Defective
432,1,Defective
433,1,Defective
434,1,Defective
435,1,Defective
436,1,Defective
437,1,Defective
438,1,Defective
439,1,Defective
440,1,Defective
441,1,Defective
442,1,Defective
443,1,Defective
444,1,Defective
445,1,Defective
446,1,Defective
447,1,Defective
448,1,Defective
449,1,Defective
450,1,Defective
451,1,Defective
452,1,Defective
453,1,Defective
454,1,Defective
455,1,Defective
456,1,Defective
457,1,Defective
458,1,Defective
459,1,Defective
460,1,Defective
461,1,Defective
462,1,Defective
463,1,Defective
464,1,Defective
465,1,Defective
466,1,Defective
467,1,Defective
468,1,Defective
469,1,Defective
470,1,Defective
471,1,Defective
472,1,Defective
473,1,Defective
474,1,Defective
475,1,Defective
476,1,Defective
477,1,Defective
478,1,Defective
479,1,Defective
480,1,Defective
481,1,Defective
482,1,Defective
483,1,Defective
484,1,Defective
485,1,Defective
486,1,Defective
487,1,Defective
488,1,Defective
489,1,Defective
490,1,Defective
491,1,Defective
492,1,Defective
493,1,Defective
494,1,Defective
495,1,Defective
496,1,Defective
497,1,Defective
498,1,Defective
499,1,Defective
500,1,Defective
501,1,Defective
502,1,Defective
503,1,Defective
504,1,Defective
505,1,Defective
506,1,Defective
507,1,Defective
508,1,Defective
509,1,Defective
510,1,Defective
511,1,Defective
512,1,Defective
513,1,Defective
514,1,Defective
515,1,Defective
516,1,Defective
517,1,Defective
518,1,Defective
519,1,Defective
520,1,Defective
521,1,Defective
522,1,Defective
523,1,Defective
524,1,Defective
525,1,Defective
526,1,Defective
527,1,Defective
528,1,Defective
529,1,Defective
530,1,Defective
531,1,Defective
532,1,Defective
533,1,Defective
534,1,Defective
535,1,Defective
536,1,Defective
537,1,Defective
538,1,Defective
539,1,Defective
540,1,Defective
541,1,Defective
542,1,Defective
543,1,Defective
544,1,Defective
545,1,Defective
546,1,Defective
547,1,Defective
548,1,Defective
549,1,Defective
550,1,Defective
551,1,Defective
552,1,Defective
553,1,Defective
554,1,Defective
555,1,Defective
556,1,Defective
557,1,Defective
558,1,Defective
559,1,Defective
560,1,Defective
561,1,Defective
562,1,Defective
563,1,Defective
564,1,Defective
565,1,Defective
566,1,Defective
567,1,Defective
568,1,Defective
569,1,Defective
570,1,Defective
571,1,Defective
572,1,Defective
573,1,Defective
574,1,Defective
575,1,Defective
576,1,Defective
577,1,Defective
578,1,Defective
579,1,Defective
580,1,Defective
581,1,Defective
582,1,Defective
583,1,Defective
584,1,Defective
585,1,Defective
586,1,Defective
587,1,Defective
588,1,Defective
589,1,Defective
590,1,Defective
591,1,Defective
592,1,Defective
593,1,Defective
594,1,Defective
595,1,Defective
596,1,Defective
597,1,Defective
598,1,Defective
599,1,Defective
600,1,Defective
601,1,Defective
602,1,Defective
603,1,Defective
604,1,Defective
605,1,Defective
606,1,Defective
607,1,Defective
608,1,Defective
609,1,Defective
610,1,Defective
611,1,Defective
612,1,Defective
613,1,Defective
614,1,Defective
615,1,Defective
616,1,Defective
617,1,Defective
618,1,Defective
619,1,Defective
620,1,Defective
621,1,Defective
622,1,Defective
623,1,Defective
624,1,Defective
625,1,Defective
626,1,Defective
627,1,Defective
628,1,Defective
629,1,Defective
630,1,Defective
631,1,Defective
632,1,Defective
633,1,Defective
634,1,Defective
635,1,Defective
636,1,Defective
637,1,Defective
638,1,Defective
639,1,Defective
640,1,Defective
641,1,Defective
642,1,Defective
643,1,Defective
644,1,Defective
645,1,Defective
646,1,Defective
647,1,Defective
648,1,Defective
649,1,Defective
650,1,Defective
651,1,Defective
652,1,Defective
653,1,Defective
654,1,Defective
655,1,Defective
656,1,Defective
657,1,Defective
658,1,Defective
659,1,Defective
660,1,Defective
661,1,Defective
662,1,Defective
663,1,Defective
664,1,Defective
665,1,Defective
666,1,Defective
667,1,Defective
668,1,Defective
669,1,Defective
670,1,Defective
671,1,Defective
672,1,Defective
673,1,Defective
674,1,Defective
675,1,Defective
676,1,Defective
677,1,Defective
678,1,Defective
679,1,Defective
680,1,Defective
681,1,Defective
682,1,Defective
683,1,Defective
684,1,Defective
685,1,Defective
686,1,Defective
687,1,Defective
688,1,Defective
689,1,Defective
690,1,Defective
691,1,Defective
692,1,Defective
693,1,Defective
694,1,Defective
695,1,Defective
696,1,Defective
697,1,Defective
698,1,Defective
699,1,Defective
700,1,Defective
701,1,Defective
702,1,Defective
703,1,Defective
704,1,Defective
705,1,Defective
706,1,Defective
707,1,Defective
708,1,Defective
709,1,Defective
710,1,Defective
711,1,Defective
712,1,Defective
713,1,Defective
714,1,Defective
715,1,Defective
716,1,Defective
717,1,Defective
718,1,Defective
719,1,Defective
720,1,Defective
721,1,Defective
722,1,Defective
723,1,Defective
724,1,Defective
725,1,Defective
726,1,Defective
727,1,Defective
728,1,Defective
729,1,Defective
730,1,Defective
731,1,Defective
732,1,Defective
733,1,Defective
734,1,Defective
735,1,Defective
736,1,Defective
737,1,Defective
738,1,Defective
739,1,Defective
740,1,Defective
741,1,Defective
742,1,Defective
743,1,Defective
744,1,Defective
745,1,Defective
746,1,Defective
747,1,Defective
748,1,Defective
749,1,Defective
750,1,Defective
751,1,Defective
752,1,Defective
753,1,Defective
754,1,Defective
755,1,Defective
756,1,Defective
757,1,Defective
758,1,Defective
759,1,Defective
760,1,Defective
761,1,Defective
762,1,Defective
763,1,Defective
764,1,Defective
765,1,Defective
766,1,Defective
767,1,Defective
768,1,Defective
769,1,Defective
770,1,Defective
771,1,Defective
772,1,Defective
773,1,Defective
774,1,Defective
775,1,Defective
776,1,Defective
777,1,Defective
778,1,Defective
779,1,Defective
780,1,Defective
781,1,Defective
782,1,Defective
783,1,Defective
784,1,Defective
785,1,Defective
786,1,Defective
787,1,Defective
788,1,Defective
789,1,Defective
790,1,Defective
791,1,Defective
792,1,Defective
793,1,Defective
794,1,Defective
795,1,Defective
796,1,Defective
797,1,Defective
798,1,Defective
799,1,Defective
800,1,Defective
801,1,Defective
802,1,Defective
803,1,Defective
804,1,Defective
805,1,Defective
806,1,Defective
807,1,Defective
808,1,Defective
809,1,Defective
810,1,Defective
811,1,Defective
812,1,Defective
813,1,Defective
814,1,Defective
815,1,Defective
816,1,Defective
817,1,Defective
818,1,Defective
819,1,Defective
820,1,Defective
821,1,Defective
822,1,Defective
823,1,Defective
824,1,Defective
825,1,Defective
826,1,Defective
827,1,Defective
828,1,Defective
829,1,Defective
830,1,Defective
831,1,Defective
832,1,Defective
833,1,Defective
834,1,Defective
835,1,Defective
836,1,Defective
837,1,Defective
838,1,Defective
839,1,Defective
840,1,Defective
841,1,Defective
842,1,Defective
843,1,Defective
844,1,Defective
845,1,Defective
846,1,Defective
847,1,Defective
848,1,Defective
849,1,Defective
850,1,Defective
851,1,Defective
852,1,Defective
853,1,Defective
854,1,Defective
855,1,Defective
856,1,Defective
857,1,Defective
858,1,Defective
859,1,Defective
860,1,Defective
861,1,Defective
862,1,Defective
863,1,Defective
864,1,Defective
865,1,Defective
866,1,Defective
867,1,Defective
868,1,Defective
869,1,Defective
870,1,Defective
871,1,Defective
872,1,Defective
873,1,Defective
874,1,Defective
875,1,Defective
876,1,Defective
877,1,Defective
878,1,Defective
879,1,Defective
880,1,Defective
881,1,Defective
882,1,Defective
883,1,Defective
884,1,Defective
885,1,Defective
886,1,Defective
887,1,Defective
888,1,Defective
889,1,Defective
890,1,Defective
891,1,Defective
892,1,Defective
893,1,Defective
894,1,Defective
895,1,Defective
896,1,Defective
897,1,Defective
898,1,Defective
899,1,Defective
900,1,Defective
901,1,Defective
902,1,Defective
903,1,Defective
904,1,Defective
905,1,Defective
906,1,Defective
907,1,Defective
908,1,Defective
909,1,Defective
910,1,Defective
911,1,Defective
912,1,Defective
913,1,Defective
914,1,Defective
915,1,Defective
916,1,Defective
917,1,Defective
918,1,Defective
919,1,Defective
920,1,Defective
921,1,Defective
922,1,Defective
923,1,Defective
924,1,Defective
925,1,Defective
926,1,Defective
927,1,Defective
928,1,Defective
929,1,Defective
930,1,Defective
931,1,Defective
932,1,Defective
933,1,Defective
934,1,Defective
935,1,Defective
936,1,Defective
937,1,Defective
938,1,Defective
939,1,Defective
940,1,Defective
941,1,Defective
942,1,Defective
943,1,Defective
944,1,Defective
945,1,Defective
946,1,Defective
947,1,Defective
948,1,Defective
949,1,Defective
950,1,Defective
951,1,Defective
952,1,Defective
953,1,Defective
954,1,Defective
955,1,Defective
956,1,Defective
957,1,Defective
958,1,Defective
959,1,Defective
960,1,Defective
961,1,Defective
962,1,Defective
963,1,Defective
964,1,Defective
965,1,Defective
966,1,Defective
967,1,Defective
968,1,Defective
969,1,Defective
970,1,Defective
971,1,Defective
972,1,Defective
973,1,Defective
974,1,Defective
975,1,Defective
976,1,Defective
977,1,Defective
978,1,Defective
979,1,Defective
980,1,Defective
981,1,Defective
982,1,Defective
983,1,Defective
984,1,Defective
985,1,Defective
986,1,Defective
987,1,Defective
988,1,Defective
989,1,Defective
990,1,Defective
991,1,Defective
992,1,Defective
993,1,Defective
994,1,Defective
995,1,Defective
996,1,Defective
997,1,Defective
998,1,Defective
999,1,Defective
